0.0099283	0.30595	0.0040195	
0.010289	0.26833	0.0029101	
0.011011	0.19821	0.0022815	
0.011372	0.17949	0.0020772	
0.012094	0.13725	0.0016884	
0.012997	0.1036	0.0013326	
0.01408	0.077181	0.0010638	
0.014983	0.057562	0.0008426	
0.016066	0.043969	0.0006914	
0.016968	0.032673	0.00055253	
0.019134	0.017386	0.0003556	
0.02112	0.0085938	0.00022338	
0.023106	0.0042309	0.00014211	
0.025091	0.00195	8.7889e-05	
0.027077	0.00081153	5.1717e-05	
0.029063	0.00036616	3.1872e-05	
0.031048	0.00034338	2.8853e-05	
0.033034	0.00051014	3.329e-05	
0.035019	0.0007302	3.7709e-05	
0.037005	0.0009503	4.0907e-05	
0.038991	0.0011156	4.2096e-05	
0.040976	0.001064	3.9074e-05	
0.042962	0.0010034	3.5948e-05	
0.045128	0.00087652	3.2201e-05	
0.047114	0.00073642	2.8155e-05	
0.049099	0.00054692	2.3297e-05	
0.051085	0.00037025	1.8243e-05	
0.05307	0.00024836	1.4376e-05	
0.055056	0.00013019	9.9128e-06	
0.057041	7.3e-05	7.0576e-06	
0.059027	3.01e-05	4.272e-06	
0.061012	3.66e-05	4.5898e-06	
0.062998	3.5e-05	4.3483e-06	
0.064983	7.8e-05	6.4093e-06	
0.066969	9.91e-05	7.053e-06	
0.069135	0.00012223	7.627e-06	
0.07112	0.00013512	7.8193e-06	
0.073106	0.00014595	7.9306e-06	
0.075091	0.00013131	7.3031e-06	
0.077077	0.0001215	6.8341e-06	
0.079062	0.0001047	6.1649e-06	
0.081047	7.78e-05	5.1647e-06	
0.083033	5.57e-05	4.2534e-06	
0.085018	4.19e-05	3.5824e-06	
0.087004	2.57e-05	2.7118e-06	
0.088989	1.82e-05	2.2191e-06	
0.090974	1.66e-05	2.0659e-06	
0.09296	2.23e-05	2.3695e-06	
0.095126	3e-05	2.7044e-06	
0.097111	2.91e-05	2.6094e-06	
0.099096	4.42e-05	3.1919e-06	
0.10108	5.35e-05	3.4466e-06	
0.10397	4.85e-05	3.1832e-06	
0.10704	4.69e-05	3.0394e-06	
0.11011	3.8e-05	2.655e-06	
0.11299	2.87e-05	2.2402e-06	
0.11606	2.35e-05	1.9747e-06	
0.11913	1.88e-05	1.719e-06	
0.12202	1.94e-05	1.703e-06	
0.12508	2.69e-05	1.9756e-06	
0.12797	2.29e-05	1.7791e-06	
0.13104	2.56e-05	1.8421e-06	
0.13411	2.9e-05	1.9153e-06	
0.13699	2.99e-05	1.9078e-06	
0.14006	2.51e-05	1.7197e-06	
0.14313	2.25e-05	1.583e-06	
0.14602	1.96e-05	1.4547e-06	
0.14908	1.89e-05	1.3971e-06	
0.15197	2.38e-05	1.5485e-06	
